1.051000e+02	1.002098e+01
7.013000e+01	5.793962e+00
5.504000e+01	4.443703e+00
3.963000e+01	3.133832e+00
2.667000e+01	2.103188e+00
1.988000e+01	1.513440e+00
1.415000e+01	1.072800e+00
1.051000e+01	8.004998e-01
7.640000e+00	6.942622e-01
5.790000e+00	5.239275e-01
4.470000e+00	4.123106e-01
3.440000e+00	3.687818e-01
2.440000e+00	2.668333e-01
1.880000e+00	2.061553e-01
1.370000e+00	1.456022e-01
9.170000e-01	8.381527e-02
6.200000e-01	5.608030e-02
3.470000e-01	3.224903e-02
2.450000e-01	2.687006e-02
1.530000e-01	1.702939e-02
1.020000e-01	1.140175e-02
5.000000e-02	5.830952e-03
8.000000e-03	2.236068e-03
3.692000e+01	2.425531e+00
3.072000e+01	2.027634e+00
2.599000e+01	1.702939e+00
2.187000e+01	1.436106e+00
1.651000e+01	1.086830e+00
1.324000e+01	8.755570e-01
1.058000e+01	6.985700e-01
8.010000e+00	5.239275e-01
6.360000e+00	4.220190e-01
5.000000e+00	3.298485e-01
3.280000e+00	2.158703e-01
2.140000e+00	1.431782e-01
1.220000e+00	8.246211e-02
8.010000e-01	5.316014e-02
5.190000e-01	3.511410e-02
1.810000e-01	1.236932e-02
3.900000e-02	3.162278e-03
1.200000e-02	1.414214e-03
4.000000e-03	1.414214e-03
2.779000e+01	1.854400e+00
2.375000e+01	1.582403e+00
2.193000e+01	1.453307e+00
1.737000e+01	1.155206e+00
1.442000e+01	9.588013e-01
1.188000e+01	7.912016e-01
9.790000e+00	6.580274e-01
8.750000e+00	5.824088e-01
6.540000e+00	4.396590e-01
5.990000e+00	4.080441e-01
4.670000e+00	3.080584e-01
3.340000e+00	2.158703e-01
2.530000e+00	1.649242e-01
1.940000e+00	1.264911e-01
1.570000e+00	1.044031e-01
8.450000e-01	5.474486e-02
3.520000e-01	2.353720e-02
1.730000e-01	1.140175e-02
9.400000e-02	6.324555e-03
